over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:23:54Z,1,False,2294.0,Rosemary Mair,407.0,Rachael Haynes,655.0,Alyssa Healy,299.0,91.0,Right,Mid Off,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,97.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:24:21Z,2,False,2294.0,Rosemary Mair,407.0,Rachael Haynes,655.0,Alyssa Healy,294.0,92.0,Right,Mid Off,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,97.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:24:50Z,3,False,2294.0,Rosemary Mair,407.0,Rachael Haynes,655.0,Alyssa Healy,168.0,101.0,Right,Backward Square Leg,0.0,1,1,0.0,LengthBall,Null,NotOut,PlayAndMiss,0,Glance,Null,Over,Medium,Left,Null,Null,False,False,False,True,False,True,97.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False,,,,
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:25:25Z,4,False,2294.0,Rosemary Mair,655.0,Alyssa Healy,407.0,Rachael Haynes,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,97.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:25:55Z,5,False,2294.0,Rosemary Mair,655.0,Alyssa Healy,407.0,Rachael Haynes,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,PlayAndMiss,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,97.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45616,1,1.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:26:23Z,6,False,2294.0,Rosemary Mair,655.0,Alyssa Healy,407.0,Rachael Haynes,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,PlayAndMiss,0,ForwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,97.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45617,2,11.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:27:08Z,1,False,667.0,Lea Tahuhu,407.0,Rachael Haynes,655.0,Alyssa Healy,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,LengthBall,Null,NotOut,NoShot,0,NoShot,Null,Over,Medium,Left,Null,Null,True,False,False,False,False,True,99.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,
45617,2,11.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:27:35Z,1,False,667.0,Lea Tahuhu,407.0,Rachael Haynes,655.0,Alyssa Healy,47.0,147.0,Right,Third Man,1.0,0,1,1.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,99.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
45617,2,11.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:28:25Z,2,False,667.0,Lea Tahuhu,655.0,Alyssa Healy,407.0,Rachael Haynes,180.0,85.0,Left,Point,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,True,99.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
45617,2,11.0,1004,,366,Australia v New Zealand - Women,1,0,,0,,2019-02-24T10:28:56Z,3,False,667.0,Lea Tahuhu,655.0,Alyssa Healy,407.0,Rachael Haynes,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,LengthBall,Null,NotOut,MissedLegSide,0,Glance,Null,Over,Medium,Left,Null,Null,True,False,False,False,False,True,99.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,
